iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;BEGIN compare with counts;END compare with counts;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;compare with counts;iterationEndsListeners;iteration
225;22:52:30;22:52:30;22:52:30;22:52:30;22:52:30;22:52:30;;;22:52:30;22:52:30;22:52:30;22:52:30;22:52:31;22:52:31;22:52:31;22:52:31;22:52:31;22:52:31;;;22:52:31;22:52:31;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
226;22:52:31;22:52:31;22:52:31;22:52:31;22:52:31;22:52:31;;;22:52:31;22:52:31;22:52:31;22:52:31;22:52:32;22:52:32;22:52:32;22:52:32;22:52:32;22:52:32;;;22:52:32;22:52:32;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
227;22:52:32;22:52:32;22:52:32;22:52:32;22:52:32;22:52:32;;;22:52:32;22:52:32;22:52:32;22:52:32;22:52:33;22:52:33;22:52:33;22:52:33;22:52:33;22:52:33;;;22:52:33;22:52:33;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
228;22:52:33;22:52:33;22:52:33;22:52:33;22:52:33;22:52:33;;;22:52:33;22:52:33;22:52:33;22:52:33;22:52:34;22:52:34;22:52:34;22:52:34;22:52:34;22:52:34;;;22:52:34;22:52:34;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
229;22:52:34;22:52:34;22:52:34;22:52:34;22:52:34;22:52:34;;;22:52:34;22:52:34;22:52:34;22:52:34;22:52:35;22:52:35;22:52:35;22:52:35;22:52:35;22:52:35;;;22:52:35;22:52:35;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
230;22:52:36;22:52:36;22:52:36;22:52:36;22:52:36;22:52:36;;;22:52:36;22:52:36;22:52:36;22:52:36;22:52:36;22:52:36;22:52:36;22:52:36;22:52:36;22:52:36;22:52:36;22:52:36;22:52:37;22:52:37;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
231;22:52:37;22:52:37;22:52:37;22:52:37;22:52:37;22:52:37;;;22:52:37;22:52:37;22:52:37;22:52:37;22:52:37;22:52:37;22:52:37;22:52:37;22:52:37;22:52:37;;;22:52:38;22:52:38;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
232;22:52:38;22:52:38;22:52:38;22:52:38;22:52:38;22:52:38;;;22:52:38;22:52:38;22:52:38;22:52:38;22:52:38;22:52:38;22:52:38;22:52:38;22:52:38;22:52:38;;;22:52:39;22:52:39;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
233;22:52:39;22:52:39;22:52:39;22:52:39;22:52:39;22:52:39;;;22:52:39;22:52:39;22:52:39;22:52:39;22:52:40;22:52:40;22:52:40;22:52:40;22:52:40;22:52:40;;;22:52:40;22:52:40;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
234;22:52:40;22:52:40;22:52:40;22:52:40;22:52:40;22:52:40;;;22:52:40;22:52:40;22:52:40;22:52:40;22:52:41;22:52:41;22:52:41;22:52:41;22:52:41;22:52:41;;;22:52:41;22:52:41;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
235;22:52:41;22:52:41;22:52:41;22:52:41;22:52:41;22:52:41;;;22:52:41;22:52:41;22:52:41;22:52:41;22:52:42;22:52:42;22:52:42;22:52:42;22:52:42;22:52:42;;;22:52:42;22:52:42;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
236;22:52:42;22:52:42;22:52:42;22:52:42;22:52:42;22:52:42;;;22:52:42;22:52:42;22:52:42;22:52:42;22:52:43;22:52:43;22:52:43;22:52:43;22:52:43;22:52:43;;;22:52:43;22:52:43;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
237;22:52:43;22:52:43;22:52:43;22:52:43;22:52:43;22:52:43;;;22:52:43;22:52:43;22:52:43;22:52:43;22:52:44;22:52:44;22:52:44;22:52:44;22:52:44;22:52:44;;;22:52:44;22:52:44;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
238;22:52:44;22:52:44;22:52:44;22:52:44;22:52:44;22:52:44;;;22:52:44;22:52:44;22:52:44;22:52:44;22:52:45;22:52:45;22:52:45;22:52:45;22:52:45;22:52:45;;;22:52:45;22:52:45;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
239;22:52:45;22:52:45;22:52:45;22:52:45;22:52:45;22:52:45;;;22:52:45;22:52:45;22:52:45;22:52:45;22:52:46;22:52:46;22:52:46;22:52:46;22:52:46;22:52:46;;;22:52:46;22:52:46;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
240;22:52:46;22:52:46;22:52:46;22:52:46;22:52:47;22:52:47;;;22:52:47;22:52:47;22:52:47;22:52:47;22:52:47;22:52:47;22:52:47;22:52:47;22:52:47;22:52:47;22:52:47;22:52:47;22:52:47;22:52:47;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
241;22:52:48;22:52:48;22:52:48;22:52:48;22:52:48;22:52:48;;;22:52:48;22:52:48;22:52:48;22:52:48;22:52:48;22:52:48;22:52:48;22:52:48;22:52:48;22:52:48;;;22:52:49;22:52:49;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
242;22:52:49;22:52:49;22:52:49;22:52:49;22:52:49;22:52:49;;;22:52:49;22:52:49;22:52:49;22:52:49;22:52:49;22:52:49;22:52:49;22:52:49;22:52:49;22:52:49;;;22:52:50;22:52:50;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
243;22:52:50;22:52:50;22:52:50;22:52:50;22:52:50;22:52:50;;;22:52:50;22:52:50;22:52:50;22:52:50;22:52:51;22:52:51;22:52:51;22:52:51;22:52:51;22:52:51;;;22:52:51;22:52:51;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
244;22:52:51;22:52:51;22:52:51;22:52:51;22:52:51;22:52:51;;;22:52:51;22:52:51;22:52:51;22:52:51;22:52:52;22:52:52;22:52:52;22:52:52;22:52:52;22:52:52;;;22:52:52;22:52:52;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
245;22:52:52;22:52:52;22:52:52;22:52:52;22:52:52;22:52:52;;;22:52:52;22:52:52;22:52:52;22:52:52;22:52:53;22:52:53;22:52:53;22:52:53;22:52:53;22:52:53;;;22:52:53;22:52:53;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
246;22:52:53;22:52:53;22:52:53;22:52:53;22:52:53;22:52:53;;;22:52:53;22:52:53;22:52:53;22:52:53;22:52:54;22:52:54;22:52:54;22:52:54;22:52:54;22:52:54;;;22:52:54;22:52:54;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
247;22:52:54;22:52:54;22:52:54;22:52:54;22:52:54;22:52:54;;;22:52:54;22:52:54;22:52:54;22:52:54;22:52:55;22:52:55;22:52:55;22:52:55;22:52:55;22:52:55;;;22:52:55;22:52:55;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
248;22:52:55;22:52:55;22:52:55;22:52:55;22:52:55;22:52:55;;;22:52:55;22:52:55;22:52:55;22:52:55;22:52:56;22:52:56;22:52:56;22:52:56;22:52:56;22:52:56;;;22:52:56;22:52:56;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
249;22:52:56;22:52:56;22:52:56;22:52:56;22:52:56;22:52:56;;;22:52:56;22:52:56;22:52:56;22:52:56;22:52:57;22:52:57;22:52:57;22:52:57;22:52:57;22:52:57;;;22:52:57;22:52:57;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
250;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:58;22:52:59;22:52:59;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:01
251;22:52:59;22:52:59;22:52:59;22:52:59;22:52:59;22:52:59;;;22:52:59;22:52:59;22:52:59;22:52:59;22:53:00;22:53:00;22:53:00;22:53:00;22:53:00;22:53:00;;;22:53:00;22:53:00;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
252;22:53:00;22:53:00;22:53:00;22:53:00;22:53:00;22:53:00;;;22:53:00;22:53:00;22:53:00;22:53:00;22:53:01;22:53:01;22:53:01;22:53:01;22:53:01;22:53:01;;;22:53:01;22:53:01;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
253;22:53:01;22:53:01;22:53:01;22:53:01;22:53:01;22:53:01;;;22:53:01;22:53:01;22:53:01;22:53:01;22:53:02;22:53:02;22:53:02;22:53:02;22:53:02;22:53:02;;;22:53:02;22:53:02;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
254;22:53:02;22:53:02;22:53:02;22:53:02;22:53:02;22:53:02;;;22:53:02;22:53:02;22:53:02;22:53:02;22:53:03;22:53:03;22:53:03;22:53:03;22:53:03;22:53:03;;;22:53:03;22:53:03;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
255;22:53:04;22:53:04;22:53:04;22:53:04;22:53:04;22:53:04;;;22:53:04;22:53:04;22:53:04;22:53:04;22:53:04;22:53:04;22:53:04;22:53:04;22:53:04;22:53:04;;;22:53:05;22:53:05;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
256;22:53:05;22:53:05;22:53:05;22:53:05;22:53:05;22:53:05;;;22:53:05;22:53:05;22:53:05;22:53:05;22:53:05;22:53:05;22:53:05;22:53:05;22:53:05;22:53:05;;;22:53:06;22:53:06;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
257;22:53:06;22:53:06;22:53:06;22:53:06;22:53:06;22:53:06;;;22:53:06;22:53:06;22:53:06;22:53:06;22:53:07;22:53:07;22:53:07;22:53:07;22:53:07;22:53:07;;;22:53:07;22:53:07;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
258;22:53:07;22:53:07;22:53:07;22:53:07;22:53:07;22:53:07;;;22:53:07;22:53:07;22:53:07;22:53:07;22:53:08;22:53:08;22:53:08;22:53:08;22:53:08;22:53:08;;;22:53:08;22:53:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
259;22:53:08;22:53:08;22:53:08;22:53:08;22:53:08;22:53:08;;;22:53:08;22:53:08;22:53:08;22:53:08;22:53:09;22:53:09;22:53:09;22:53:09;22:53:09;22:53:09;;;22:53:09;22:53:09;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
260;22:53:09;22:53:09;22:53:09;22:53:09;22:53:09;22:53:09;;;22:53:09;22:53:09;22:53:09;22:53:09;22:53:10;22:53:10;22:53:10;22:53:10;22:53:10;22:53:10;22:53:10;22:53:10;22:53:10;22:53:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
261;22:53:10;22:53:10;22:53:10;22:53:10;22:53:10;22:53:10;;;22:53:10;22:53:10;22:53:10;22:53:10;22:53:11;22:53:11;22:53:11;22:53:11;22:53:11;22:53:11;;;22:53:11;22:53:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
262;22:53:11;22:53:11;22:53:11;22:53:11;22:53:11;22:53:11;;;22:53:11;22:53:11;22:53:11;22:53:11;22:53:12;22:53:12;22:53:12;22:53:12;22:53:12;22:53:12;;;22:53:12;22:53:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
263;22:53:13;22:53:13;22:53:13;22:53:13;22:53:13;22:53:13;;;22:53:13;22:53:13;22:53:13;22:53:13;22:53:13;22:53:13;22:53:13;22:53:13;22:53:13;22:53:13;;;22:53:14;22:53:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
264;22:53:14;22:53:14;22:53:14;22:53:14;22:53:14;22:53:14;;;22:53:14;22:53:14;22:53:14;22:53:14;22:53:14;22:53:14;22:53:14;22:53:14;22:53:14;22:53:14;;;22:53:15;22:53:15;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
265;22:53:15;22:53:15;22:53:15;22:53:15;22:53:15;22:53:15;;;22:53:15;22:53:15;22:53:15;22:53:15;22:53:16;22:53:16;22:53:16;22:53:16;22:53:16;22:53:16;;;22:53:16;22:53:16;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
266;22:53:16;22:53:16;22:53:16;22:53:16;22:53:16;22:53:16;;;22:53:16;22:53:16;22:53:16;22:53:16;22:53:17;22:53:17;22:53:17;22:53:17;22:53:17;22:53:17;;;22:53:17;22:53:17;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
267;22:53:17;22:53:17;22:53:17;22:53:17;22:53:17;22:53:17;;;22:53:17;22:53:17;22:53:17;22:53:17;22:53:18;22:53:18;22:53:18;22:53:18;22:53:18;22:53:18;;;22:53:18;22:53:18;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
268;22:53:18;22:53:18;22:53:18;22:53:18;22:53:18;22:53:18;;;22:53:18;22:53:18;22:53:18;22:53:18;22:53:19;22:53:19;22:53:19;22:53:19;22:53:19;22:53:19;;;22:53:19;22:53:19;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
269;22:53:19;22:53:19;22:53:19;22:53:19;22:53:19;22:53:19;;;22:53:19;22:53:19;22:53:19;22:53:19;22:53:20;22:53:20;22:53:20;22:53:20;22:53:20;22:53:20;;;22:53:20;22:53:20;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
270;22:53:20;22:53:20;22:53:20;22:53:20;22:53:20;22:53:20;;;22:53:20;22:53:20;22:53:20;22:53:20;22:53:21;22:53:21;22:53:21;22:53:21;22:53:21;22:53:21;22:53:21;22:53:21;22:53:21;22:53:21;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:01
271;22:53:22;22:53:22;22:53:22;22:53:22;22:53:22;22:53:22;;;22:53:22;22:53:22;22:53:22;22:53:22;22:53:22;22:53:22;22:53:22;22:53:22;22:53:22;22:53:22;;;22:53:23;22:53:23;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
272;22:53:23;22:53:23;22:53:23;22:53:23;22:53:23;22:53:23;;;22:53:23;22:53:23;22:53:23;22:53:23;22:53:23;22:53:23;22:53:23;22:53:23;22:53:23;22:53:23;;;22:53:24;22:53:24;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
273;22:53:24;22:53:24;22:53:24;22:53:24;22:53:24;22:53:24;;;22:53:24;22:53:24;22:53:24;22:53:24;22:53:25;22:53:25;22:53:25;22:53:25;22:53:25;22:53:25;;;22:53:25;22:53:25;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
274;22:53:25;22:53:25;22:53:25;22:53:25;22:53:25;22:53:25;;;22:53:25;22:53:25;22:53:25;22:53:25;22:53:26;22:53:26;22:53:26;22:53:26;22:53:26;22:53:26;;;22:53:26;22:53:26;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
275;22:53:26;22:53:26;22:53:26;22:53:26;22:53:26;22:53:26;;;22:53:26;22:53:26;22:53:26;22:53:26;22:53:27;22:53:27;22:53:27;22:53:27;22:53:27;22:53:27;;;22:53:27;22:53:27;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
276;22:53:27;22:53:27;22:53:27;22:53:27;22:53:27;22:53:27;;;22:53:27;22:53:27;22:53:27;22:53:27;22:53:28;22:53:28;22:53:28;22:53:28;22:53:28;22:53:28;;;22:53:28;22:53:28;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
277;22:53:28;22:53:28;22:53:28;22:53:28;22:53:28;22:53:28;;;22:53:28;22:53:28;22:53:28;22:53:28;22:53:29;22:53:29;22:53:29;22:53:29;22:53:29;22:53:29;;;22:53:29;22:53:29;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
278;22:53:29;22:53:29;22:53:29;22:53:29;22:53:29;22:53:29;;;22:53:29;22:53:29;22:53:29;22:53:29;22:53:30;22:53:30;22:53:30;22:53:30;22:53:30;22:53:30;;;22:53:30;22:53:30;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
279;22:53:31;22:53:31;22:53:31;22:53:31;22:53:31;22:53:31;;;22:53:31;22:53:31;22:53:31;22:53:31;22:53:31;22:53:31;22:53:31;22:53:31;22:53:31;22:53:31;;;22:53:32;22:53:32;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
280;22:53:32;22:53:32;22:53:32;22:53:32;22:53:32;22:53:32;;;22:53:32;22:53:32;22:53:32;22:53:32;22:53:32;22:53:32;22:53:32;22:53:32;22:53:32;22:53:32;22:53:32;22:53:32;22:53:33;22:53:33;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
281;22:53:33;22:53:33;22:53:33;22:53:33;22:53:33;22:53:33;;;22:53:33;22:53:33;22:53:33;22:53:33;22:53:34;22:53:34;22:53:34;22:53:34;22:53:34;22:53:34;;;22:53:34;22:53:34;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
282;22:53:34;22:53:34;22:53:34;22:53:34;22:53:34;22:53:34;;;22:53:34;22:53:34;22:53:34;22:53:34;22:53:35;22:53:35;22:53:35;22:53:35;22:53:35;22:53:35;;;22:53:35;22:53:35;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
283;22:53:35;22:53:35;22:53:35;22:53:35;22:53:35;22:53:35;;;22:53:35;22:53:35;22:53:35;22:53:35;22:53:36;22:53:36;22:53:36;22:53:36;22:53:36;22:53:36;;;22:53:36;22:53:36;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
284;22:53:36;22:53:36;22:53:36;22:53:36;22:53:36;22:53:36;;;22:53:36;22:53:36;22:53:36;22:53:36;22:53:37;22:53:37;22:53:37;22:53:37;22:53:37;22:53:37;;;22:53:37;22:53:37;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
285;22:53:37;22:53:37;22:53:37;22:53:37;22:53:37;22:53:37;;;22:53:37;22:53:37;22:53:37;22:53:37;22:53:38;22:53:38;22:53:38;22:53:38;22:53:38;22:53:38;;;22:53:38;22:53:38;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
286;22:53:39;22:53:39;22:53:39;22:53:39;22:53:39;22:53:39;;;22:53:39;22:53:39;22:53:39;22:53:39;22:53:39;22:53:39;22:53:39;22:53:39;22:53:39;22:53:39;;;22:53:40;22:53:40;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
287;22:53:40;22:53:40;22:53:40;22:53:40;22:53:40;22:53:40;;;22:53:40;22:53:40;22:53:40;22:53:40;22:53:40;22:53:40;22:53:40;22:53:40;22:53:40;22:53:40;;;22:53:41;22:53:41;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
288;22:53:41;22:53:41;22:53:41;22:53:41;22:53:41;22:53:41;;;22:53:41;22:53:41;22:53:41;22:53:41;22:53:42;22:53:42;22:53:42;22:53:42;22:53:42;22:53:42;;;22:53:42;22:53:42;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
289;22:53:42;22:53:42;22:53:42;22:53:42;22:53:42;22:53:42;;;22:53:42;22:53:42;22:53:42;22:53:42;22:53:43;22:53:43;22:53:43;22:53:43;22:53:43;22:53:43;;;22:53:43;22:53:43;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
290;22:53:43;22:53:43;22:53:43;22:53:43;22:53:43;22:53:43;;;22:53:43;22:53:43;22:53:43;22:53:43;22:53:44;22:53:44;22:53:44;22:53:44;22:53:44;22:53:44;22:53:44;22:53:44;22:53:44;22:53:44;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:01
291;22:53:44;22:53:44;22:53:44;22:53:44;22:53:44;22:53:44;;;22:53:44;22:53:44;22:53:44;22:53:44;22:53:45;22:53:45;22:53:45;22:53:45;22:53:45;22:53:45;;;22:53:45;22:53:45;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
292;22:53:45;22:53:45;22:53:45;22:53:45;22:53:45;22:53:45;;;22:53:45;22:53:45;22:53:45;22:53:45;22:53:46;22:53:46;22:53:46;22:53:46;22:53:46;22:53:46;;;22:53:46;22:53:46;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
293;22:53:47;22:53:47;22:53:47;22:53:47;22:53:47;22:53:47;;;22:53:47;22:53:47;22:53:47;22:53:47;22:53:47;22:53:47;22:53:47;22:53:47;22:53:47;22:53:47;;;22:53:48;22:53:48;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
294;22:53:48;22:53:48;22:53:48;22:53:48;22:53:48;22:53:48;;;22:53:48;22:53:48;22:53:48;22:53:48;22:53:48;22:53:48;22:53:48;22:53:48;22:53:48;22:53:48;;;22:53:49;22:53:49;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
295;22:53:49;22:53:49;22:53:49;22:53:49;22:53:49;22:53:49;;;22:53:49;22:53:49;22:53:49;22:53:49;22:53:50;22:53:50;22:53:50;22:53:50;22:53:50;22:53:50;;;22:53:50;22:53:50;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
296;22:53:50;22:53:50;22:53:50;22:53:50;22:53:50;22:53:50;;;22:53:50;22:53:50;22:53:50;22:53:50;22:53:51;22:53:51;22:53:51;22:53:51;22:53:51;22:53:51;;;22:53:51;22:53:51;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
297;22:53:51;22:53:51;22:53:51;22:53:51;22:53:51;22:53:51;;;22:53:51;22:53:51;22:53:51;22:53:51;22:53:52;22:53:52;22:53:52;22:53:52;22:53:52;22:53:52;;;22:53:52;22:53:52;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
298;22:53:52;22:53:52;22:53:52;22:53:52;22:53:52;22:53:52;;;22:53:52;22:53:52;22:53:52;22:53:52;22:53:53;22:53:53;22:53:53;22:53:53;22:53:53;22:53:53;;;22:53:53;22:53:53;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
299;22:53:53;22:53:53;22:53:53;22:53:53;22:53:53;22:53:53;;;22:53:53;22:53:53;22:53:53;22:53:53;22:53:54;22:53:54;22:53:54;22:53:54;22:53:54;22:53:54;;;22:53:54;22:53:54;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
300;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:55;22:53:56;22:53:56;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:01
301;22:53:56;22:53:56;22:53:56;22:53:56;22:53:56;22:53:56;;;22:53:56;22:53:56;22:53:56;22:53:56;22:53:57;22:53:57;22:53:57;22:53:57;22:53:57;22:53:57;;;22:53:57;22:53:57;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
302;22:53:57;22:53:57;22:53:57;22:53:57;22:53:57;22:53:57;;;22:53:57;22:53:57;22:53:57;22:53:57;22:53:58;22:53:58;22:53:58;22:53:58;22:53:58;22:53:58;;;22:53:58;22:53:58;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
303;22:53:58;22:53:58;22:53:58;22:53:58;22:53:58;22:53:58;;;22:53:58;22:53:58;22:53:58;22:53:58;22:53:59;22:53:59;22:53:59;22:53:59;22:53:59;22:53:59;;;22:53:59;22:53:59;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
